property_type,place_with_parent_names,region,lat-lon,area_m2,price_usd
apartment,|Brasil|Paraná|São José dos Pinhais|,South,,69,93615.42
apartment,|Brasil|Paraná|Curitiba|Vila Izabel|,South,"-25.460468,-49.292534",102,174748.79
apartment,|Brasil|Paraná|Curitiba|Vila Izabel|,South,"-25.460468,-49.292534",102,176309.05
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,,89,237393.12
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.460833,-49.266403",73,195351.99
apartment,|Brasil|Paraná|Curitiba|Cristo Rei|,South,"-25.435246,-49.241802",104,166947.51
apartment,|Brasil|Paraná|Curitiba|Cristo Rei|,South,"-25.435246,-49.241802",94,159770.33
apartment,|Brasil|Paraná|Curitiba|Cristo Rei|,South,"-25.435246,-49.241802",102,167259.56
apartment,|Brasil|Paraná|Curitiba|Alto da Glória|,South,"-25.418262,-49.26218",131,308930.91
apartment,|Brasil|Paraná|Curitiba|Portão|,South,"-25.474195,-49.291748",77,90494.91
apartment,|Brasil|Paraná|Curitiba|Portão|,South,"-25.467409,-49.29528",91,87374.39
apartment,|Brasil|Paraná|Curitiba|Ahú|,South,"-25.405325,-49.261333",71,117019.28
apartment,|Brasil|Paraná|Curitiba|Capão Raso|,South,"-25.503553,-49.291748",57,78012.85
apartment,|Brasil|Paraná|Londrina|,South,"-23.3182381,-51.1624153",90,99856.45
house,|Brasil|Paraná|Londrina|,South,"-23.3119788,-51.2116801",120,113629.19
apartment,|Brasil|Paraná|Curitiba|Pilarzinho|,South,"-25.380411,-49.293015",66,107657.74
apartment,|Brasil|Paraná|Londrina|Gleba Fazenda Palhano|,South,"-23.3304138,-51.17949",165,284072.97
house,|Brasil|Paraná|Londrina|,South,"-23.3006562,-51.1563516",248,160974.68
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.450169,-49.285343",98,202833.42
apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.448156,-49.289669",66,109217.99
apartment,|Brasil|Paraná|Curitiba|Portão|,South,"-25.476873,-49.295708",61,74892.34
apartment,|Brasil|Paraná|Curitiba|São Francisco|,South,"-25.426483,-49.273788",95,81133.37
house,|Brasil|Paraná|São José dos Pinhais|Planta Quississana|,South,"-25.556293,-49.155434",176,87374.39
apartment,|Brasil|Paraná|Curitiba|Seminário|,South,"-25.450815,-49.300938",74,156025.71
apartment,|Brasil|Paraná|Curitiba|Boqueirão|,South,"-25.489792,-49.236",55,85814.14
apartment,|Brasil|Paraná|Curitiba|Abranches|,South,"-25.35985,-49.272324",57,78012.85
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,,164,265243.71
apartment,|Brasil|Paraná|Curitiba|Portão|,South,"-25.475771,-49.298528",62,74892.34
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.452107,-49.292297",136,220606.9
apartment,|Brasil|Paraná|Curitiba|Novo Mundo|,South,"-25.487272,-49.295977",64,84253.88
house,|Brasil|Paraná|Piraquara|,South,"-25.4370959,-49.0542979",200,308930.91
apartment,|Brasil|Paraná|Curitiba|Cabral|,South,"-25.401939,-49.251198",120,242838.41
apartment,|Brasil|Paraná|Curitiba|Cabral|,South,"-25.401939,-49.251198",120,262248.01
apartment,|Brasil|Paraná|Curitiba|Capão Raso|,South,"-25.503553,-49.291748",67,101697.55
apartment,|Brasil|Paraná|Curitiba|Capão Raso|,South,"-25.503553,-49.291748",69,104818.07
apartment,|Brasil|Paraná|Curitiba|Capão Raso|,South,"-25.503553,-49.291748",69,111059.1
apartment,|Brasil|Paraná|Curitiba|Capão Raso|,South,,69,106066.27
house,|Brasil|Paraná|Foz do Iguaçu|,South,"-25.5405177,-54.565767",102,140423.14
apartment,|Brasil|Paraná|Londrina|,South,"-23.3524581,-51.1800357",71,83643.7
apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.463152,-49.264328",145,358859.13
apartment,|Brasil|Paraná|Curitiba|Mossunguê|,South,"-25.437098,-49.327251",163,202833.42
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.451187,-49.277805",75,106097.48
apartment,|Brasil|Paraná|Cascavel|,South,"-24.9730063,-53.4642131",60,249641.14
apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.463152,-49.264328",145,358859.13
house,|Brasil|Paraná|Curitiba|Boqueirão|,South,"-25.517637,-49.246132",110,108905.94
house,|Brasil|Paraná|Ponta Grossa|,South,"-25.066994588,-50.151374191",123,118579.54
apartment,|Brasil|Paraná|Curitiba|Santa Felicidade|,South,"-25.410493,-49.333581",62,77981.65
apartment,|Brasil|Paraná|Curitiba|,South,"-25.437098,-49.327251",110,221556.51
house,|Brasil|Paraná|Curitiba|Tarumã|,South,,250,374461.71
house,|Brasil|Paraná|São José dos Pinhais|Braga|,South,"-25.557838,-49.197582",147,132621.85
house,|Brasil|Paraná|Guaratuba|,South,"-25.875786,-48.799511",100,112338.51
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.445415,-49.285252",109,168507.77
apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.435144,-49.278126",170,212194.96
apartment,|Brasil|Paraná|Curitiba|Capão Raso|,South,"-25.503553,-49.291748",57,78012.85
apartment,|Brasil|Paraná|Londrina|,South,"-23.3214073,-51.1679465",80,94690.99
apartment,|Brasil|Paraná|Londrina|,South,"-23.3008853,-51.1754964",92,119941.92
house,|Brasil|Paraná|Londrina|,South,,160,198851.08
apartment,|Brasil|Paraná|Londrina|,South,"-23.3109893,-51.1679882",75,88378.25
house,|Brasil|Paraná|Londrina|,South,"-23.3212882,-51.1474438",195,157818.31
house,|Brasil|Paraná|Curitiba|São Lourenço|,South,"-25.3913374,-49.2669059",144,165075.2
house,|Brasil|Paraná|Curitiba|Xaxim|,South,,90,124196.46
house,|Brasil|Paraná|Curitiba|Vista Alegre|,South,,173,171316.23
apartment,|Brasil|Paraná|Curitiba|Batel|,South,,79,121700.05
apartment,|Brasil|Paraná|Curitiba|Mossunguê|,South,"-25.437098,-49.327251",60,140423.14
apartment,|Brasil|Paraná|Curitiba|Juvevê|,South,,58,102976.97
apartment,|Brasil|Paraná|Curitiba|Portão|,South,"-25.4800408,-49.3017952",93,129501.34
apartment,|Brasil|Paraná|Londrina|,South,"-23.334802,-51.1737729",70,101003.72
house,|Brasil|Paraná|Curitiba|Sítio Cercado|,South,"-25.5393516,-49.2644556",107,88934.65
apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.451187,-49.277805",195,358859.13
apartment,|Brasil|Paraná|São José dos Pinhais|Centro|,South,"-25.540752,-49.206043",84,84253.88
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.461021,-49.281609",187,171628.28
house,|Brasil|Paraná|Curitiba|Vista Alegre|,South,"-25.41449,-49.277805",182,174748.79
apartment,|Brasil|Paraná|Curitiba|Vila Izabel|,South,"-25.460024,-49.295078",99,167072.33
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.460024,-49.295078",99,155994.5
apartment,|Brasil|Paraná|Curitiba|Vila Izabel|,South,"-25.460024,-49.295078",99,181085.93
apartment,|Brasil|Paraná|Curitiba|Vila Izabel|,South,"-25.460024,-49.295078",99,184149.03
apartment,|Brasil|Paraná|Curitiba|Vila Izabel|,South,"-25.460024,-49.295078",99,170164.13
apartment,|Brasil|Paraná|Curitiba|Vila Izabel|,South,"-25.460024,-49.295078",99,184120.32
apartment,|Brasil|Paraná|Curitiba|Vila Izabel|,South,"-25.460024,-49.295078",99,202843.41
apartment,|Brasil|Paraná|Curitiba|Vila Izabel|,South,"-25.460024,-49.295078",99,193765.21
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.454363,-49.29631",93,124508.51
house,|Brasil|Paraná|Londrina|,South,"-23.2849224,-51.1233134",90,85221.89
house,|Brasil|Paraná|Londrina|,South,"-23.2862774,-51.1242392",100,85221.89
apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.427286,-49.25959",125,113898.77
apartment,|Brasil|Paraná|Curitiba|Bacacheri|,South,,67,104120.32
apartment,|Brasil|Paraná|Curitiba|Vila Izabel|,South,"-25.460024,-49.295078",99,184149.03
apartment,|Brasil|Paraná|Foz do Iguaçu|,South,"-25.5222756,-54.579586",230,280846.28
house,|Brasil|Paraná|Curitiba|Campo Comprido|,South,,193,206323
apartment,|Brasil|Paraná|Curitiba|Campina do Siqueira|,South,"-25.436527,-49.310905",83,140423.14
apartment,|Brasil|Paraná|Curitiba|Campo Comprido|,South,"-25.437098,-49.327251",125,255570.11
apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.442495,-49.283001",112,152905.19
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.446005,-49.283737",86,131061.59
house,|Brasil|Paraná|Curitiba|Campo Comprido|,South,"-25.445393,-49.344649",125,118397.66
apartment,|Brasil|Paraná|Londrina|,South,"-23.34534,-51.181468",68,78277.88
apartment,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",129,101003.72
apartment,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",130,94690.99
apartment,|Brasil|Paraná|Londrina|,South,"-23.3208301,-51.1679545",97,110472.82
apartment,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",132,123098.28
apartment,|Brasil|Paraná|Londrina|,South,"-23.262385,-51.140447",104,181491.06
apartment,|Brasil|Paraná|Londrina|,South,"-23.309011,-51.168002",119,113629.19
apartment,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",170,124676.47
apartment,|Brasil|Paraná|Londrina|,South,"-23.3323745,-51.1872993",81,113629.19
apartment,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",72,91534.62
apartment,|Brasil|Paraná|Londrina|,South,"-23.3104483,-51.1977605",73,83643.7
apartment,|Brasil|Paraná|Londrina|,South,"-23.3053261,-51.1866456",78,82065.52
apartment,|Brasil|Paraná|Londrina|,South,"-23.3524479,-51.1513519",110,75752.79
apartment,|Brasil|Paraná|Londrina|,South,"-23.332162,-51.182916",76,123098.28
apartment,|Brasil|Paraná|Londrina|,South,"-23.323032,-51.159037",95,88378.25
apartment,|Brasil|Paraná|Londrina|,South,"-23.328474,-51.1808733",120,202007.44
apartment,|Brasil|Paraná|Londrina|,South,"-23.3323745,-51.1872993",93,119941.92
apartment,|Brasil|Paraná|Londrina|,South,"-23.332428,-51.175349",117,132567.38
apartment,|Brasil|Paraná|Londrina|,South,"-23.3323745,-51.1872993",81,125623.38
apartment,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",70,88378.25
apartment,|Brasil|Paraná|Londrina|,South,"-23.3275233,-51.1493917",56,78593.52
apartment,|Brasil|Paraná|Londrina|,South,"-23.3323745,-51.1872993",93,119941.92
apartment,|Brasil|Paraná|Londrina|,South,"-23.3340587,-51.1535489",78,135723.75
apartment,|Brasil|Paraná|Londrina|,South,"-23.3340587,-51.1535489",78,135723.75
apartment,|Brasil|Paraná|Londrina|,South,"-23.3230333,-51.1513194",130,176756.51
apartment,|Brasil|Paraná|Londrina|,South,"-23.306735,-51.164777",63,113629.19
apartment,|Brasil|Paraná|Londrina|,South,"-23.3076845,-51.1688396",99,110472.82
apartment,|Brasil|Paraná|Londrina|,South,"-23.3373575,-51.1763866",75,107316.45
apartment,|Brasil|Paraná|Londrina|,South,"-23.3508303,-51.1820694",69,93112.8
apartment,|Brasil|Paraná|Londrina|,South,,129,194116.53
apartment,|Brasil|Paraná|Londrina|,South,"-23.332162,-51.182916",76,121700.05
apartment,|Brasil|Paraná|Londrina|,South,"-23.3104483,-51.1977605",66,75437.15
apartment,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",80,129095.38
apartment,|Brasil|Paraná|Londrina|,South,"-23.3323745,-51.1872993",169,286913.7
apartment,|Brasil|Paraná|Londrina|,South,"-23.3323745,-51.1872993",81,124676.47
apartment,|Brasil|Paraná|Londrina|,South,,81,126254.65
apartment,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",81,123098.28
apartment,|Brasil|Paraná|Londrina|,South,"-23.3323745,-51.1872993",76,110472.82
apartment,|Brasil|Paraná|Londrina|,South,"-23.335045,-51.179746",76,116785.55
apartment,|Brasil|Paraná|Londrina|,South,"-23.321384,-51.158906",76,104160.09
apartment,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",58,77330.97
apartment,|Brasil|Paraná|Londrina|,South,"-23.3078638,-51.1771667",64,93112.8
apartment,|Brasil|Paraná|Londrina|,South,"-23.3078638,-51.1771667",71,114891.73
apartment,|Brasil|Paraná|Londrina|,South,"-23.3078638,-51.1771667",71,114891.73
apartment,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",145,142036.48
apartment,|Brasil|Paraná|Londrina|,South,,81,113629.19
apartment,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",81,113629.19
apartment,|Brasil|Paraná|Londrina|,South,,67,86800.07
apartment,|Brasil|Paraná|Londrina|,South,"-23.310197,-51.168011",190,205163.81
house,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",140,183069.25
house,|Brasil|Paraná|Londrina|,South,"-23.3096441,-51.2069377",240,151505.58
house,|Brasil|Paraná|Cambé|,South,"-23.37491,-51.212413",200,268291.14
house,|Brasil|Paraná|Londrina|,South,"-23.347007,-51.212782",170,252509.31
house,|Brasil|Paraná|Londrina|,South,"-23.3323745,-51.1872993",162,184647.43
house,|Brasil|Paraná|Londrina|,South,"-23.304452,-51.169582",180,246196.57
house,|Brasil|Paraná|Londrina|,South,"-23.304452,-51.169582",180,243040.21
house,|Brasil|Paraná|Londrina|,South,,240,217789.28
house,|Brasil|Paraná|Londrina|,South,"-23.347007,-51.212782",200,299854.8
house,|Brasil|Paraná|Londrina|,South,"-23.285601,-51.1840293",141,108894.64
house,|Brasil|Paraná|Londrina|,South,,96,88378.25
house,|Brasil|Paraná|Londrina|,South,"-23.2991831,-51.1827231",200,284072.97
house,|Brasil|Paraná|Londrina|,South,"-23.3415736,-51.1452855",171,78909.15
house,|Brasil|Paraná|Londrina|,South,"-23.3053261,-51.1866456",200,167287.41
house,|Brasil|Paraná|Londrina|,South,,235,167287.41
house,|Brasil|Paraná|Londrina|,South,"-22.7643887,-52.9872677",130,93112.8
house,|Brasil|Paraná|Londrina|,South,"-23.3130496,-51.1938374",160,75752.79
house,|Brasil|Paraná|Londrina|,South,"-23.2867044,-51.203178",131,78909.15
house,|Brasil|Paraná|Londrina|,South,"-23.2871452,-51.1971067",192,88378.25
house,|Brasil|Paraná|Londrina|,South,"-23.2895966,-51.1842912",180,107316.45
house,|Brasil|Paraná|Londrina|,South,"-23.2871971,-51.1951451",230,157502.68
house,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",213,189066.34
house,|Brasil|Paraná|Londrina|,South,"-23.3267666,-51.1197106",80,77330.97
house,|Brasil|Paraná|Londrina|,South,"-23.3019819,-51.2029918",146,113629.19
house,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",250,110472.82
house,|Brasil|Paraná|Londrina|,South,,89,78909.15
house,|Brasil|Paraná|Londrina|,South,"-23.3109031,-51.2121474",206,126254.65
house,|Brasil|Paraná|Londrina|,South,"-23.2793076,-51.1467782",130,101003.72
house,|Brasil|Paraná|Londrina|,South,"-23.3126271,-51.1134653",83,75752.79
house,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",140,88378.25
house,|Brasil|Paraná|Londrina|,South,"-23.3144276,-51.172918",250,208320.18
house,|Brasil|Paraná|Londrina|,South,"-23.3126271,-51.1134653",83,75752.79
house,|Brasil|Paraná|Londrina|,South,"-23.2838266,-51.1978037",98,75752.79
house,|Brasil|Paraná|Londrina|,South,"-23.3063183,-51.1964528",150,110472.82
house,|Brasil|Paraná|Londrina|,South,"-23.3020436,-51.2085504",121,124676.47
house,|Brasil|Paraná|Londrina|,South,"-23.321513,-51.214667",150,110472.82
house,|Brasil|Paraná|Londrina|,South,"-23.3019819,-51.2029918",151,101003.72
house,|Brasil|Paraná|Londrina|,South,"-23.3233979,-51.2121474",118,77330.97
house,|Brasil|Paraná|Londrina|,South,,102,94690.99
house,|Brasil|Paraná|Londrina|,South,"-23.3096441,-51.2069377",122,89956.44
house,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",125,88378.25
house,|Brasil|Paraná|Cambé|,South,"-23.277052,-51.2803152",152,85221.89
house,|Brasil|Paraná|Londrina|,South,"-23.2682662,-51.1709571",160,78909.15
house,|Brasil|Paraná|Londrina|,South,"-23.318769,-51.218198",209,119941.92
house,|Brasil|Paraná|Londrina|,South,,140,157818.31
house,|Brasil|Paraná|Londrina|,South,"-23.2797849,-51.1907212",102,91534.62
house,|Brasil|Paraná|Londrina|,South,"-23.3149372,-51.1853381",148,78909.15
house,|Brasil|Paraná|Londrina|,South,"-23.2805689,-51.1938374",125,75752.79
house,|Brasil|Paraná|Londrina|,South,"-23.3040022,-51.1735716",144,142036.48
house,|Brasil|Paraná|Londrina|,South,"-23.2804144,-51.1601735",84,75752.79
house,|Brasil|Paraná|Londrina|,South,"-23.3149372,-51.1853381",110,104160.09
house,|Brasil|Paraná|Londrina|,South,"-23.3179034,-51.1186897",164,104160.09
house,|Brasil|Paraná|Londrina|,South,"-23.303941,-51.186582",172,189381.98
house,|Brasil|Paraná|Londrina|,South,"-23.34580205,-51.19259834",210,203585.63
house,|Brasil|Paraná|Londrina|,South,"-23.3323745,-51.1872993",240,284072.97
house,|Brasil|Paraná|Londrina|,South,"-23.2871971,-51.1951451",184,94690.99
house,|Brasil|Paraná|Londrina|,South,"-23.2856178,-51.1918759",135,78909.15
house,|Brasil|Paraná|Londrina|,South,"-23.2670175,-51.1790269",130,85221.89
house,|Brasil|Paraná|Londrina|,South,"-23.3146906,-51.1895617",180,126254.65
house,|Brasil|Paraná|Londrina|,South,"-23.3109031,-51.2121474",140,101003.72
house,|Brasil|Paraná|Londrina|,South,"-23.3121312,-51.1971067",150,142036.48
apartment,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",82,91534.62
house,|Brasil|Paraná|Londrina|,South,"-23.442283,-51.9126925",104,94059.71
house,|Brasil|Paraná|Londrina|,South,"-23.3194136,-51.1262974",138,85221.89
house,|Brasil|Paraná|Londrina|,South,"-23.31357,-51.1987546",147,126254.65
apartment,|Brasil|Paraná|Londrina|,South,"-23.3508303,-51.1820694",73,91534.62
apartment,|Brasil|Paraná|Londrina|,South,"-23.3326887,-51.1529881",224,154661.95
apartment,|Brasil|Paraná|Londrina|,South,"-23.3044524,-51.1695824",70,78909.15
apartment,|Brasil|Paraná|Londrina|,South,"-23.3104483,-51.1977605",110,94659.42
house,|Brasil|Paraná|Londrina|,South,"-23.3323745,-51.1872993",208,252509.31
house,|Brasil|Paraná|Londrina|,South,"-23.3019819,-51.2029918",69,75752.79
apartment,|Brasil|Paraná|Londrina|Gleba Fazenda Palhano|,South,"-23.3304138,-51.17949",173,274603.87
house,|Brasil|Paraná|Curitiba|Umbará|,South,"-25.5650556,-49.2778798",150,102976.97
house,|Brasil|Paraná|Fazenda Rio Grande|,South,"-25.6507491,-49.3064633",101,112338.51
house,|Brasil|Paraná|Londrina|,South,"-23.3470068,-51.2127821",220,246196.57
house,|Brasil|Paraná|Londrina|,South,"-23.3266225,-51.1453068",115,173600.15
house,|Brasil|Paraná|Londrina|,South,"-23.311366,-51.1853801",209,173600.15
house,|Brasil|Paraná|Londrina|,South,"-23.2908416,-51.2036238",92,78909.15
apartment,|Brasil|Paraná|Curitiba|Campina do Siqueira|,South,"-25.4359438,-49.3133801",59,78012.85
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.4682631,-49.2833076",98,106097.48
apartment,|Brasil|Paraná|Curitiba|Santa Cândida|,South,"-25.377298,-49.236",62,78012.85
apartment,|Brasil|Paraná|Londrina|,South,"-23.319002,-51.1245677",79,75752.79
apartment,|Brasil|Paraná|Curitiba|Novo Mundo|,South,,74,111090.3
apartment,|Brasil|Paraná|Curitiba|Novo Mundo|,South,"-25.492264,-49.301891",67,103913.12
apartment,|Brasil|Paraná|Curitiba|Novo Mundo|,South,"-25.492264,-49.301891",62,94551.58
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,,119,312051.42
house,|Brasil|Paraná|Curitiba|Mercês|,South,"-25.4124244,-49.2823714",235,333895.02
apartment,|Brasil|Paraná|Curitiba|Capão Raso|,South,"-25.4973282,-49.2900903",68,99856.45
house,|Brasil|Paraná|Foz do Iguaçu|,South,,170,202833.42
apartment,|Brasil|Paraná|Londrina|,South,"-23.347242,-51.14806",76,78909.15
apartment,|Brasil|Paraná|Curitiba|Santa Cândida|,South,"-25.377298,-49.236",62,78012.85
house,|Brasil|Paraná|Londrina|,South,"-23.2863688,-51.1878958",170,110472.82
apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.441633,-49.296818",61,78012.85
apartment,|Brasil|Paraná|Foz do Iguaçu|,South,"-25.542665,-54.584824",169,171628.28
apartment,|Brasil|Paraná|Londrina|,South,"-23.3325384,-51.173832",81,145192.85
apartment,|Brasil|Paraná|Londrina|Gleba Fazenda Palhano|,South,"-23.3323174,-51.1813806",78,107316.45
apartment,|Brasil|Paraná|Londrina|Gleba Fazenda Palhano|,South,"-23.3292098,-51.1807124",130,227258.38
apartment,|Brasil|Paraná|Curitiba|Boa Vista|,South,"-25.385572,-49.246132",77,129002.05
apartment,|Brasil|Paraná|Curitiba|Bacacheri|,South,"-25.39348,-49.225872",106,140423.14
house,|Brasil|Paraná|Curitiba|Sítio Cercado|,South,"-25.5280754,-49.2677593",120,98296.19
house,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.474195,-49.291748",222,254321.91
apartment,|Brasil|Paraná|Curitiba|Jardim Botânico|,South,"-25.437909,-49.245372",67,109509.9
apartment,|Brasil|Paraná|Curitiba|Campo Comprido|,South,"-25.46141,-49.338325",65,85703.4
house,|Brasil|Paraná|São José dos Pinhais|Braga|,South,"-25.557838,-49.197582",103,148224.42
apartment,|Brasil|Paraná|Curitiba|Cristo Rei|,South,,92,106097.48
apartment,|Brasil|Paraná|Curitiba|,South,"-25.437098,-49.327251",131,265243.71
apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.4399017,-49.2848005",120,124196.46
house,|Brasil|Paraná|Curitiba|Boa Vista|,South,"-25.392202,-49.255001",230,262123.19
house,|Brasil|Paraná|Curitiba|Bairro Alto|,South,"-25.4171804,-49.2105982",95,118579.54
house,|Brasil|Paraná|Curitiba|Abranches|,South,"-25.35985,-49.272324",150,147041.75
apartment,|Brasil|Paraná|Curitiba|Cajuru|,South,"-25.444784,-49.222073",69,93615.42
apartment,|Brasil|Paraná|Curitiba|Jardim Botânico|,South,"-25.444273,-49.246132",118,190134.58
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,,168,279286.02
apartment,|Brasil|Paraná|Pinhais|Centro|,South,"-25.433407,-49.18895",67,79573.11
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.446005,-49.283737",67,93615.42
apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.437986,-49.276573",95,87374.39
apartment,|Brasil|Paraná|Curitiba|Cabral|,South,"-25.401939,-49.251198",128,107657.74
apartment,|Brasil|Paraná|Curitiba|Ahú|,South,,119,390064.28
house,|Brasil|Paraná|Foz do Iguaçu|,South,"-25.5339327,-54.5572527",156,140423.14
house,|Brasil|Paraná|Curitiba|Centro|,South,"-25.42835,-49.278633",190,224677.02
apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.443838,-49.282368",108,99856.45
apartment,|Brasil|Paraná|Curitiba|,South,"-25.438286,-49.338023",84,155535.8
house,|Brasil|Paraná|Ponta Grossa|,South,"-25.07214033,-50.1609952748",231,218435.99
apartment,|Brasil|Paraná|Ponta Grossa|,South,"-25.087408,-50.1222369",135,93615.42
apartment,|Brasil|Paraná|Curitiba|Cabral|,South,,65,106097.48
apartment,|Brasil|Paraná|Curitiba|Bigorrilho|,South,"-25.434446,-49.296555",107,171628.28
apartment,|Brasil|Paraná|Curitiba|Água Verde|,South,"-25.461021,-49.281609",95,112338.51
house,|Brasil|Paraná|Foz do Iguaçu|,South,"-25.4581585,-54.5867986",250,227797.54
house,|Brasil|Paraná|Foz do Iguaçu|,South,"-25.5641985,-54.5680182",164,109217.99
house,|Brasil|Paraná|Curitiba|Xaxim|,South,"-25.5098929,-49.2775737",200,280846.28
apartment,|Brasil|Paraná|Curitiba|Mossunguê|,South,"-25.44689,-49.327251",98,149784.68
apartment,|Brasil|Paraná|Curitiba|Campo Comprido|,South,"-25.454988,-49.322178",76,99232.35
apartment,|Brasil|Paraná|Curitiba|Portão|,South,"-25.467762,-49.296741",126,198402.29
apartment,|Brasil|Paraná|Curitiba|,South,"-25.437098,-49.327251",141,311427.32
apartment,|Brasil|Paraná|Curitiba|Santa Quitéria|,South,,57,92991.32
apartment,|Brasil|Paraná|Curitiba|Ahú|,South,"-25.39426,-49.258389",70,76998.68
house,|Brasil|Paraná|Curitiba|,South,"-25.5161493,-49.3034783",123,130437.49
apartment,|Brasil|Paraná|Curitiba|Tingui|,South,"-25.3850971,-49.2309218",81,187230.85
apartment,|Brasil|Paraná|Curitiba|Campo Comprido|,South,"-25.454988,-49.322178",76,99232.35
apartment,|Brasil|Paraná|Curitiba|Portão|,South,,126,198402.29
apartment,|Brasil|Paraná|Curitiba|Cidade Industrial|,South,"-25.441841,-49.353359",166,368315.54
apartment,|Brasil|Paraná|Curitiba|Cidade Industrial|,South,"-25.441841,-49.353359",131,294525.99
house,|Brasil|Paraná|Curitiba|Uberaba|,South,"-25.486399,-49.225872",123,134806.21
apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.42837,-49.269371",84,76078.13
house,|Brasil|Paraná|Curitiba|Vista Alegre|,South,"-25.415157,-49.294209",134,146352.11
house,|Brasil|Paraná|Curitiba|Uberaba|,South,"-25.4880641,-49.2287479",94,103601.07
apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.451187,-49.277805",119,327653.99
apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.428446,-49.284664",119,327653.99
apartment,|Brasil|Paraná|Curitiba|Batel|,South,"-25.439703,-49.28775",103,257470.51
apartment,|Brasil|Paraná|Curitiba|Batel|,South,,119,327653.99
apartment,|Brasil|Paraná|Curitiba|Batel|,South,,103,257470.51
apartment,|Brasil|Paraná|Curitiba|Santa Cândida|,South,"-25.377298,-49.236",64,76452.59
apartment,|Brasil|Paraná|Ponta Grossa|,South,"-25.0907207806,-50.1588314027",121,202833.42
apartment,|Brasil|Paraná|Curitiba|Centro|,South,"-25.4331706,-49.2714702",85,90182.86
apartment,|Brasil|Paraná|Ponta Grossa|,South,"-25.0885596,-50.1631796",149,134182.11
apartment,|Brasil|Paraná|Ponta Grossa|,South,"-25.0988228056,-50.1608973742",129,117019.28
apartment,|Brasil|Paraná|Ponta Grossa|,South,"-25.101991,-50.1597375",230,218435.99
apartment,|Brasil|Paraná|Ponta Grossa|,South,"-25.101991,-50.1597375",221,195344.19
house,|Brasil|Paraná|Londrina|,South,"-23.308725,-51.181038",200,124820.57
apartment,|Brasil|Paraná|Ponta Grossa|,South,"-25.0827032437,-50.1793053746",89,152905.19
apartment,|Brasil|Paraná|Ponta Grossa|,South,"-25.0827032437,-50.1793053746",91,152905.19
apartment,|Brasil|Paraná|Curitiba|Bigorrilho|,South,"-25.43358,-49.305695",86,171628.28
apartment,|Brasil|Paraná|Curitiba|Cabral|,South,"-25.401939,-49.251198",80,171940.33
